FID,OBJECTID,arcid,grid_code,from_node,to_node,Shape_Leng,local,downarc,SELEV,EELEV,MAXGRID,uparc,dz,slope,meanmsq,segorder,chanclass,hyddepth,hydwidth,effwidth,effdepth,MIN_SOILDE,segdepth,CHIN,Chin_Use,COHO,Coho_Use,STHD,Sthd_Use,PINK,Pink_Use,LMB,WAC173201A
395,396,396,402,406,415,1280.330086,103,397,118.3420029,95.3277969,3,-1,23.0144997,0.0179755,1147500,1,8,1,0.05,0.15,1.93774,2.090474844,2.0397201,0,0,0,0,0,0,0,0,0,2
396,397,397,401,415,404,1624.264069,44,400,95.3277969,28.4988995,397,474,66.8289032,0.0411441,9427500,2,8,1,0.05,0.15,1.9280699,2.049083948,2.0295501,1,1,1,3,1,1,0,0,0,2
397,398,398,405,417,407,1448.528137,49,401,257.5419922,216.6970062,689,425,40.8454018,0.0281979,16042500,4,9,2,0.05,0.2,1.81629,1.911889195,1.91189,0,0,0,0,0,0,0,0,1,2
398,399,399,406,408,417,587.1320344,54,398,280.4490051,257.5419922,1,-1,22.906601,0.0390144,607500,1,7,0.5,0.05,0.1,1.9297,2.031267643,2.03127,0,0,0,0,0,0,0,0,0,2
399,400,400,412,404,409,1872.792206,168,392,28.4988995,22.7268009,1381,389,5.7720599,0.0030821,32962500,6,11,4,0.05,0.3,1.9888,2.192703724,2.0934801,1,1,1,2,1,3,0,0,0,2
400,401,401,404,407,419,512.1320344,50,409,216.6970062,216.6970062,2980,391,0,0.00001,67612496,8,6,4.5,0.03,0.21,1.8875,1.986839414,1.98684,0,0,0,0,0,0,0,0,1,2
401,402,402,364,366,420,3336.396103,290,429,348.7449951,322.053009,8373,352,26.6921997,0.0080003,191655008,19,12,4.5,0.05,0.35,1.84093,1.937823653,1.93782,0,0,0,0,0,0,0,0,0,2
402,403,403,421,421,420,825,52,429,479.4070129,322.053009,5,-1,157.3540039,0.190732,585000,1,13,0.5,0.1,0.2,1.43808,1.544957638,1.51377,0,0,0,0,0,0,0,0,0,2
403,404,404,422,422,423,525,59,418,891.947998,828.552002,49,-1,63.3959007,0.120754,652500,1,13,0.5,0.1,0.2,1.44472,1.529137492,1.5207601,0,0,0,0,0,0,0,0,0,3
404,405,405,397,425,398,1360.660172,137,382,538.6290283,507.375,987,406,31.2535,0.0229694,23737500,4,10,3,0.05,0.25,1.6208301,1.706141591,1.70614,0,0,0,0,0,0,0,0,0,3
405,406,406,425,426,425,300,47,405,557.3330078,538.6290283,633,420,18.7042007,0.0623473,14760000,3,9,2,0.05,0.2,1.48606,1.564274669,1.56427,0,0,0,0,0,0,0,0,0,3
406,407,407,413,427,409,574.2640687,7,392,25.8556004,22.7268009,354,434,3.1288199,0.0054484,8032500,3,8,1,0.05,0.15,2.2119601,2.328377485,2.3283801,0,0,1,3,1,3,1,1,0,2
407,408,408,409,412,428,450,5,451,216.6970062,216.6970062,202,394,0,0.00001,4590000,2,2,1,0.03,0.09,1.90833,2.031417131,2.00877,0,0,0,0,0,0,0,0,0,2
408,409,409,418,419,428,212.1320344,7,451,216.6970062,216.6970062,3112,401,0,0.00001,70087504,9,6,4.5,0.03,0.21,1.8875,1.986839414,1.98684,0,0,0,0,0,0,0,0,0,2
409,410,410,424,424,429,225,46,427,456.7160034,434.3500061,6,-1,22.3665009,0.0994067,517500,1,7,0.5,0.05,0.1,1.64455,1.731105208,1.73111,0,0,0,0,0,0,0,0,0,3
410,411,411,411,414,429,936.3961031,80,427,459.9140015,434.3500061,2348,395,25.5641003,0.0273005,53730000,8,12,4.5,0.05,0.35,1.64455,1.731105208,1.73111,0,0,0,0,0,0,0,0,0,3
411,412,412,431,430,426,437.1320344,68,406,650.710022,557.3330078,41,-1,93.3775024,0.213614,765000,1,13,0.5,0.1,0.2,1.3867199,1.459702611,1.4597,0,0,0,0,0,0,0,0,0,3
412,413,413,392,432,395,2834.92424,132,379,24.9158001,22.2842999,51757,422,2.63147,0.0009282,1166019968,60,6,4.5,0.03,0.21,2.37362,2.498551607,2.4985499,1,3,1,2,1,3,1,1,1,2
413,414,414,407,410,432,825,77,413,25.5352001,24.9158001,50,-1,0.61942,0.0007508,855000,1,1,0.5,0.03,0.06,2.2550099,2.373696327,2.3736999,0,0,0,0,0,0,0,0,0,2
414,415,415,369,370,434,3747.792206,170,425,328.9620056,289.8429871,63,-1,39.1192017,0.0104379,1912500,1,8,1,0.05,0.15,1.76214,1.914455533,1.85488,0,0,0,0,0,0,0,0,0,2
415,416,416,386,389,434,3072.792206,153,425,317.072998,289.8429871,229,376,27.2296009,0.0088615,6862500,2,8,1,0.05,0.15,1.80582,1.900867581,1.90087,0,0,0,0,0,0,0,0,0,2
416,417,417,428,435,423,1280.330086,96,418,996.5930176,828.552002,8,-1,168.0399933,0.131247,1080000,1,14,1,0.1,0.3,1.31952,1.388973475,1.38897,0,0,0,0,0,0,0,0,0,3
417,418,418,423,423,436,2374.264069,239,446,828.552002,621.5139771,154,404,207.0379944,0.0872011,6142500,2,8,1,0.05,0.15,1.38831,1.461380839,1.46138,0,0,0,0,0,0,0,0,0,3
418,419,419,410,413,436,799.2640687,71,446,888.1820068,621.5139771,51,-1,266.6679993,0.333641,787500,1,13,0.5,0.1,0.2,1.1883,1.250837684,1.2508399,0,0,0,0,0,0,0,0,0,3
419,420,420,416,437,426,2436.396103,141,406,968.9520264,557.3330078,425,462,411.618988,0.168946,11137500,2,15,2,0.1,0.4,1.27957,1.398952842,1.34691,0,0,0,0,0,0,0,0,0,3
420,421,421,432,431,437,1187.132034,116,420,1103.430054,968.9520264,0,-1,134.4819946,0.113283,1305000,1,14,1,0.1,0.3,1.16503,1.726492643,1.2263499,0,0,0,0,0,0,0,0,0,3
421,422,422,438,438,432,212.1320344,8,413,24.9158001,24.9158001,51677,436,0,0.00001,1162819968,59,6,4.5,0.03,0.21,2.45613,2.585402012,2.5854001,1,3,1,2,1,3,1,1,0,2
422,423,423,439,439,438,150,0,422,24.9158001,24.9158001,184,433,0,0.00001,4140000,2,2,1,0.03,0.09,2.45613,2.585402012,2.5854001,1,3,1,3,1,3,1,1,0,2
423,424,424,435,433,439,318.1980515,48,423,25.7709999,24.9158001,44,-1,0.85519,0.0026876,540000,1,7,0.5,0.05,0.1,2.4293799,2.557240248,2.55724,0,0,0,0,0,0,0,0,0,2
424,425,425,436,434,417,2048.528137,79,398,289.8429871,257.5419922,552,416,32.3008003,0.0157678,13297500,3,9,2,0.05,0.2,1.89415,1.993837237,1.99384,0,0,0,0,0,0,0,0,0,2
425,426,426,400,403,441,1854.594155,164,430,1002.090027,668.8969727,40,-1,333.1900024,0.179657,1845000,1,14,1,0.1,0.3,1.21252,1.315226793,1.27633,0,0,0,0,0,0,0,0,0,2
426,427,427,429,429,442,574.2640687,48,432,434.3500061,411.8699951,2474,411,22.4796009,0.0391451,56205000,9,12,4.5,0.05,0.35,1.52794,1.608358502,1.6083601,0,0,0,0,0,0,0,0,0,3
427,428,428,419,443,419,1254.594155,82,409,284.355011,216.6970062,0,-1,67.6579971,0.0539282,922500,1,7,0.5,0.05,0.1,1.78731,1.88859117,1.88138,0,0,0,0,0,0,0,0,0,2
428,429,429,420,420,444,662.1320344,35,461,322.053009,322.006012,8715,402,0.0472,0.0000713,196470000,20,6,4.5,0.03,0.21,1.95698,2.061452389,2.0599799,0,0,0,0,0,0,0,0,0,2
429,430,430,427,441,444,2498.528137,45,461,668.8969727,322.006012,858,435,346.8909912,0.138838,19800000,4,15,2,0.1,0.4,1.41072,1.484967828,1.48497,0,0,0,0,0,0,0,0,0,2
430,431,431,414,418,445,1104.594155,56,447,671.4680176,398.8819885,48,-1,272.5849915,0.246774,630000,1,13,0.5,0.1,0.2,1.29246,1.360486388,1.36049,0,0,0,0,0,0,0,0,0,3
431,432,432,441,442,445,362.1320344,5,447,411.8699951,398.8819885,2618,427,12.9878998,0.0358651,58950000,10,12,4.5,0.05,0.35,1.4845099,1.562638044,1.56264,0,0,0,0,0,0,0,0,0,3
432,433,433,408,416,439,3820.584412,137,423,289.1629944,24.9158001,1,-1,264.2470093,0.069164,1530000,1,8,1,0.05,0.15,1.70426,1.857699633,1.79396,1,1,1,1,1,1,1,1,0,2
433,434,434,434,446,427,936.3961031,55,407,33.1231003,25.8556004,222,455,7.2674098,0.007761,5602500,2,8,1,0.05,0.15,2.2119601,2.328377485,2.3283801,0,0,1,3,0,0,0,0,0,2
434,435,435,446,447,441,936.3961031,75,430,668.8969727,668.8969727,619,441,0,0.00001,14760000,3,3,2,0.03,0.12,1.5154001,1.595152974,1.59515,0,0,0,0,0,0,0,0,0,2
435,436,436,444,448,438,1598.528137,77,422,26.2289009,24.9158001,51411,439,1.31313,0.0008215,1157600000,58,6,4.5,0.03,0.21,2.24101,2.358956814,2.3589599,1,3,1,2,1,3,1,1,1,2
436,437,437,453,449,448,375,60,436,30.5753994,26.2289009,14,-1,4.3464699,0.0115906,675000,1,7,0.5,0.05,0.1,2.1321299,2.244351149,2.24435,0,0,0,0,0,0,0,0,0,2
437,438,438,451,451,446,830.3300859,79,434,35.6926003,33.1231003,5,-1,2.5695801,0.0030947,877500,1,7,0.5,0.05,0.1,2.2283001,2.345579147,2.3455801,0,0,1,3,0,0,0,0,0,2
438,439,439,455,452,448,150,0,436,27.8337994,26.2289009,51350,448,1.60489,0.0106993,1155369984,57,12,4.5,0.05,0.35,2.3422,2.465469122,2.4654701,1,3,1,2,1,3,1,1,0,2
439,440,440,448,454,442,1528.858223,96,432,866.9299927,411.8699951,27,-1,455.0599976,0.297647,1080000,1,14,1,0.1,0.3,1.21942,1.283604383,1.2836,0,0,0,0,0,0,0,0,0,3
440,441,441,449,455,447,3522.792206,209,435,800.4660034,668.8969727,243,456,131.5700073,0.0373481,7807500,2,8,1,0.05,0.15,1.36132,1.432968378,1.43297,0,0,0,0,0,0,0,0,0,2
441,442,442,454,450,455,1099.264069,84,441,993.0759888,800.4660034,1,-1,192.6100006,0.175217,945000,1,13,0.5,0.1,0.2,1.3025399,1.3845644,1.3710901,0,0,0,0,0,0,0,0,0,2
442,443,443,430,456,425,1748.528137,59,405,886.5640259,538.6290283,238,454,347.9349976,0.198988,6007500,2,14,1,0.1,0.3,1.25113,1.316975594,1.31698,0,0,0,0,0,0,0,0,0,3
443,444,444,443,457,437,1999.264069,108,420,1080.75,968.9520264,39,-1,111.7939987,0.0559174,1215000,1,8,1,0.05,0.15,1.21984,1.284041405,1.28404,0,0,0,0,0,0,0,0,0,3
444,445,445,433,458,427,2040.990258,81,407,183.0299988,25.8556004,0,-1,157.1750031,0.077009,900000,1,7,0.5,0.05,0.1,1.70489,1.794615507,1.79462,0,0,1,1,0,0,0,0,0,2
445,446,446,437,436,459,2659.188309,155,469,621.5139771,344.1239929,479,418,277.3900146,0.104314,12510000,3,15,2,0.1,0.4,1.40762,1.481710434,1.48171,0,0,0,0,0,0,0,0,0,3
446,447,447,447,445,459,1510.660172,135,469,398.8819885,344.1239929,2679,432,54.7584,0.036248,61785000,11,12,4.5,0.05,0.35,1.45499,1.531563878,1.5315599,0,0,0,0,0,0,0,0,0,3
447,448,448,458,460,452,724.2640687,50,439,28.8038998,27.8337994,47608,457,0.97013,0.0013395,1071740032,56,6,4.5,0.03,0.21,2.36514,2.489625931,2.48963,1,3,1,2,1,3,1,1,1,2
448,449,449,463,461,460,675,52,448,30.4463997,28.8038998,2,-1,1.64249,0.0024333,585000,1,7,0.5,0.05,0.1,2.2727201,2.392338514,2.3923399,0,0,0,0,0,0,0,0,0,2
449,450,450,440,440,462,2278.858223,165,466,272.8659973,171.871994,54,-1,100.9950027,0.0443181,1845000,1,8,1,0.05,0.15,1.76649,1.95380342,1.85946,0,0,0,0,0,0,0,0,0,2
450,451,451,426,428,462,2710.660172,160,466,216.6970062,171.871994,3327,409,44.8252983,0.0165367,76657504,10,12,4.5,0.05,0.35,1.69818,1.805233598,1.78755,0,0,0,0,0,0,0,0,1,2
451,452,452,415,464,414,3375.914498,219,411,1152.390015,459.9140015,27,-1,692.4769897,0.205123,2452500,1,14,1,0.1,0.3,1.13406,1.201789141,1.19375,0,0,0,0,0,0,0,0,0,3
452,453,453,460,465,456,799.2640687,108,443,1047.48999,886.5640259,5,-1,160.9230042,0.201339,1215000,1,14,1,0.1,0.3,1.10603,1.16424644,1.16425,0,0,0,0,0,0,0,0,0,3
453,454,454,461,469,456,1523.528137,131,443,1140.400024,886.5640259,13,-1,253.8399963,0.166613,1462500,1,14,1,0.1,0.3,1.14503,1.205292702,1.20529,0,0,0,0,0,0,0,0,0,3
454,455,455,450,471,446,1849.264069,140,434,174.6920013,33.1231003,41,-1,141.5690002,0.0765542,1575000,1,8,1,0.05,0.15,1.73945,1.831872702,1.831,0,0,1,3,0,0,0,0,0,2
455,456,456,459,473,455,1461.396103,145,441,896.8709717,800.4660034,21,-1,96.4046021,0.0659675,1620000,1,8,1,0.05,0.15,1.31862,1.388025522,1.3880301,0,0,0,0,0,0,0,0,0,2
456,457,457,465,475,460,2136.396103,162,448,32.6057014,28.8038998,47271,465,3.8017299,0.0017795,1065420032,55,6,4.5,0.03,0.21,1.98419,2.088616371,2.0886199,1,3,1,2,1,3,1,1,1,2
457,458,458,469,467,475,799.2640687,121,457,37.6814003,32.6057014,21,-1,5.0756998,0.0063505,1350000,1,8,1,0.05,0.15,2.0605099,2.16895771,2.1689601,0,0,0,0,0,0,0,0,0,2
458,459,459,456,453,476,1487.132034,212,486,287.2829895,261.0920105,73,-1,26.1914997,0.0176121,2385000,1,8,1,0.05,0.15,1.8856699,1.984913111,1.98491,0,0,0,0,0,0,0,0,0,2
459,460,460,472,472,476,318.1980515,68,486,285.8699951,261.0920105,26,-1,24.7784996,0.0778713,765000,1,7,0.5,0.05,0.1,1.79822,1.892862439,1.8928601,0,0,0,0,0,0,0,0,0,2
460,461,461,445,444,477,2374.264069,223,475,322.006012,287.4070129,9654,429,34.5984993,0.0145723,219712000,21,12,4.5,0.05,0.35,1.70067,1.790177226,1.79018,0,0,0,0,0,0,0,0,0,2
461,462,462,442,479,437,2904.594155,201,420,1094.729981,968.9520264,24,-1,125.7770004,0.0433027,2250000,1,8,1,0.05,0.15,1.34355,1.414267898,1.41427,0,0,0,0,0,0,0,0,0,3
462,463,463,468,466,480,1916.726189,196,479,1446.5,1254.280029,6,-1,192.220993,0.100286,2205000,1,14,1,0.1,0.3,1.10288,1.160930634,1.16093,0,0,0,0,0,0,0,0,0,3
463,464,464,480,481,480,300,9,479,1270.680054,1254.280029,165,500,16.3959999,0.0546533,3802500,2,8,1,0.05,0.15,1.3830301,1.455821276,1.45582,0,0,0,0,0,0,0,0,0,3
464,465,465,475,482,475,1024.264069,87,457,35.5285988,32.6057014,47063,495,2.9228799,0.0028536,1059880000,54,12,4.5,0.05,0.35,2.0429699,2.15049243,2.15049,1,3,1,2,1,3,1,1,1,2
465,466,466,466,462,482,3197.056275,156,465,171.871994,35.5285988,3653,451,136.3430023,0.0426465,83947504,11,12,4.5,0.05,0.35,1.67756,1.765851736,1.7658499,1,3,1,1,1,1,1,1,1,2
466,467,467,473,483,477,4373.528137,224,475,1176.050049,287.4070129,0,-1,888.6469727,0.203188,2520000,1,14,1,0.1,0.3,1.1851799,1.471308947,1.24756,0,0,0,0,0,0,0,0,0,2
467,468,468,452,484,447,3390.990258,182,435,1152.349976,668.8969727,27,-1,483.4570007,0.142571,2047500,1,14,1,0.1,0.3,1.14994,1.237894177,1.2104599,0,0,0,0,0,0,0,0,0,2
468,469,469,462,459,486,1324.264069,53,477,344.1239929,313.7669983,3434,447,30.3568001,0.0229235,77850000,12,12,4.5,0.05,0.35,1.59266,1.819764614,1.6764899,0,0,0,0,0,0,0,0,0,3
469,470,470,481,487,481,737.1320344,57,464,1335.76001,1270.680054,41,-1,65.0810013,0.0882895,630000,1,7,0.5,0.05,0.1,1.22434,1.288781166,1.28878,0,0,0,0,0,0,0,0,0,3
470,471,471,464,488,460,1492.46212,101,448,148.4340057,28.8038998,44,-1,119.6299973,0.0801563,1125000,1,8,1,0.05,0.15,1.70276,1.792384148,1.79238,0,0,0,0,0,0,0,0,0,2
471,472,472,471,470,490,949.2640687,82,494,1156.400024,1099.119995,46,-1,57.2789993,0.0603404,922500,1,7,0.5,0.05,0.1,1.2746201,1.341707826,1.34171,0,0,0,0,0,0,0,0,0,3
472,473,473,489,491,490,225,52,494,1147.449951,1099.119995,6,-1,48.3250008,0.214778,585000,1,13,0.5,0.1,0.2,1.1769,1.238845348,1.23885,0,0,0,0,0,0,0,0,0,3
473,474,474,417,494,415,4482.716447,295,397,266.2390137,95.3277969,39,-1,170.9109955,0.0381267,3307500,1,8,1,0.05,0.15,1.76228,1.891766787,1.8550299,0,0,1,3,1,1,0,0,0,2
474,475,475,477,477,496,512.1320344,24,480,287.4070129,267.6440125,10101,461,19.7635002,0.0385906,227542000,22,12,4.5,0.05,0.35,1.5253,1.605583549,1.60558,0,0,0,0,0,0,0,0,0,2
475,476,476,487,489,497,225,49,482,314.5740051,307.3120117,17,-1,7.2623,0.0322769,540000,1,7,0.5,0.05,0.1,1.73659,1.827993512,1.8279901,0,0,0,0,0,0,0,0,0,3
476,477,477,483,486,497,724.2640687,16,482,313.7669983,307.3120117,10807,503,6.4555998,0.0089133,243338000,19,12,4.5,0.05,0.35,1.72878,1.819764614,1.81976,0,0,0,0,0,0,0,0,0,2
477,478,478,491,493,498,225,67,490,1181.140015,1158.099976,32,-1,23.0410004,0.102404,742500,1,13,0.5,0.1,0.2,1.51752,1.679556251,1.5973901,0,0,0,0,0,0,0,0,0,3
478,479,479,479,480,498,1836.396103,115,490,1254.280029,1158.099976,370,463,96.1780014,0.0523732,9607500,3,8,1,0.05,0.15,1.29401,1.36211288,1.36211,0,0,0,0,0,0,0,0,0,3
479,480,480,493,496,499,150,0,509,267.6440125,266.3340149,10195,475,1.3095,0.00873,229388000,23,12,4.5,0.05,0.35,1.45114,1.527517796,1.5275199,0,0,0,0,0,0,0,0,0,2
480,481,481,494,500,496,768.1980515,70,480,618.4699707,267.6440125,8,-1,350.8269958,0.456688,787500,1,13,0.5,0.1,0.2,1.26861,1.335381031,1.33538,0,0,0,0,0,0,0,0,0,2
481,482,482,495,497,501,212.1320344,1,489,307.3120117,305.4859924,10872,477,1.8257999,0.0086069,244620000,20,12,4.5,0.05,0.35,1.68207,1.770601153,1.7706,0,0,0,0,0,0,0,0,0,2
482,483,483,470,468,506,3215.254326,141,519,292.6960144,244.2960052,9,-1,48.4001007,0.0150533,1575000,1,8,1,0.05,0.15,1.88263,1.981713295,1.98171,0,0,0,0,0,0,0,0,0,2
483,484,484,502,503,506,318.1980515,57,519,256.8680115,244.2960052,11,-1,12.5718002,0.0395094,630000,1,7,0.5,0.05,0.1,1.88081,1.979799747,1.9798,0,0,0,0,0,0,0,0,0,2
484,485,485,492,495,507,768.1980515,57,520,260.2839966,180.8059998,47,-1,79.4776993,0.10346,630000,1,13,0.5,0.1,0.2,1.7477601,1.85068655,1.8397501,0,0,0,0,0,0,0,0,0,2
485,486,486,476,476,507,1448.528137,36,520,261.0920105,180.8059998,279,459,80.2854004,0.0554255,6682500,2,8,1,0.05,0.15,1.78083,1.874555588,1.87456,0,0,0,0,0,0,0,0,0,2
486,487,487,508,509,508,300,11,492,297.5549927,294.7409973,11304,489,2.8148,0.0093827,254452000,22,12,4.5,0.05,0.35,1.9202501,2.021311522,2.0213101,0,0,0,0,0,0,0,0,0,2
487,488,488,478,478,509,1249.264069,71,487,350.9779968,297.5549927,45,-1,53.422699,0.0427633,787500,1,7,0.5,0.05,0.1,1.85361,1.976908326,1.95116,0,0,0,0,0,0,0,0,0,3
488,489,489,498,501,509,1086.396103,65,487,305.4859924,297.5549927,11162,482,7.9303999,0.0072997,251864992,21,12,4.5,0.05,0.35,1.68207,1.770601153,1.7706,0,0,0,0,0,0,0,0,0,2
489,490,490,496,498,510,848.5281374,66,506,1158.099976,1086.52002,552,479,71.5790024,0.0843567,13162500,4,9,2,0.05,0.2,1.32538,1.395134926,1.39513,0,0,0,0,0,0,0,0,0,3
490,491,491,474,474,511,2185.660172,135,499,582.9310303,292.7539978,49,-1,290.177002,0.132764,1507500,1,14,1,0.1,0.3,1.34644,1.417305827,1.41731,0,0,0,0,0,0,0,0,0,2
491,492,492,507,508,511,212.1320344,8,499,294.7409973,292.7539978,11398,487,1.9864,0.009364,256544992,23,12,4.5,0.05,0.35,1.98769,2.092304945,2.0922999,0,0,0,0,0,0,0,0,0,2
492,493,493,504,505,512,618.1980515,75,517,1117.560059,951.9550171,45,-1,165.6100006,0.267891,832500,1,13,0.5,0.1,0.2,1.18015,1.242257833,1.24226,0,0,0,0,0,0,0,0,0,3
493,494,494,488,490,512,1298.528137,96,517,1099.119995,951.9550171,133,472,147.1699982,0.113336,4072500,2,14,1,0.1,0.3,1.29619,1.364411116,1.36441,0,0,0,0,0,0,0,0,0,3
494,495,495,486,513,482,1872.792206,123,465,128.2420044,35.5285988,43136,501,92.7133026,0.0495054,971932032,53,12,4.5,0.05,0.35,1.7028,1.800751925,1.79242,1,3,1,2,1,3,1,1,1,2
495,496,496,501,502,513,1761.396103,161,495,130.651001,128.2420044,70,-1,2.4092,0.0013678,1800000,1,2,1,0.03,0.09,1.86238,1.960395336,1.9604,0,0,0,0,0,0,0,0,0,2
496,497,497,500,514,499,1210.660172,36,509,682.9429932,266.3340149,424,511,416.6080017,0.344117,9945000,4,14,1,0.1,0.3,1.27305,1.527517796,1.34006,0,0,0,0,0,0,0,0,0,2
497,498,498,467,463,516,2977.386361,158,523,863.0449829,285.4689941,69,-1,577.5759888,0.193987,1777500,1,14,1,0.1,0.3,1.25516,1.32121706,1.32122,0,0,0,0,0,0,0,0,0,2
498,499,499,511,511,516,874.2640687,99,523,292.7539978,285.4689941,11535,492,7.2848001,0.0083325,260640000,24,12,4.5,0.05,0.35,1.83403,1.930558681,1.93056,0,0,0,0,0,0,0,0,0,2
499,500,500,485,518,481,1823.528137,109,464,1546.530029,1270.680054,14,-1,275.8569946,0.151277,1215000,1,14,1,0.1,0.3,1.00747,1.060494065,1.06049,0,0,0,0,0,0,0,0,0,3
500,501,501,514,519,513,362.1320344,34,495,128.2420044,128.2420044,42957,508,0,0.00001,966915008,52,6,4.5,0.03,0.21,2.23716,2.354900837,2.3548999,0,0,0,0,0,0,0,0,1,2
501,502,502,515,515,514,1399.264069,56,497,922.4559937,682.9429932,41,-1,239.5130005,0.17117,630000,1,13,0.5,0.1,0.2,1.30132,1.438544393,1.36981,0,0,0,0,0,0,0,0,0,2
502,503,503,484,520,486,3471.320344,402,477,336.4309998,313.7669983,6921,510,22.6639004,0.0065289,160244992,18,12,4.5,0.05,0.35,1.72878,1.819764614,1.81976,0,0,0,0,0,0,0,0,0,2
503,504,504,519,521,520,225,48,503,341.7170105,336.4309998,4,-1,5.2862,0.0234942,540000,1,7,0.5,0.05,0.1,1.9693201,2.072972536,2.0729699,0,0,0,0,0,0,0,0,0,3
504,505,505,490,492,524,1704.594155,130,544,1325.77002,1010.179993,13,-1,315.5920105,0.185142,1462500,1,14,1,0.1,0.3,1.23263,1.310582757,1.29751,0,0,0,0,0,0,0,0,0,3
505,506,506,509,510,524,1598.528137,119,544,1086.52002,1010.179993,730,490,76.3460007,0.0477602,17752500,5,9,2,0.05,0.2,1.1372499,1.197100878,1.1971,0,0,0,0,0,0,0,0,0,3
506,507,507,510,525,510,1161.396103,112,506,1450.160034,1086.52002,40,-1,363.6359863,0.313102,1260000,1,14,1,0.1,0.3,0.998686,1.051247716,1.05125,0,0,0,0,0,0,0,0,0,3
507,508,508,524,526,519,212.1320344,14,501,128.2420044,128.2420044,42361,518,0,0.00001,953280000,51,6,4.5,0.03,0.21,2.64994,2.78941083,2.7894101,0,0,0,0,0,0,0,0,1,2
508,509,509,497,499,527,3109.188309,260,521,266.3340149,141.5220032,10656,480,124.8130035,0.0401431,242684992,24,12,4.5,0.05,0.35,1.45114,1.527517796,1.5275199,0,0,0,0,0,0,0,0,0,2
509,510,510,528,529,520,212.1320344,1,503,336.5130005,336.4309998,6869,515,0.0819,0.0003861,154552000,17,6,4.5,0.03,0.21,1.9028701,2.003026247,2.0030301,0,0,0,0,0,0,0,0,0,2
510,511,511,518,530,514,574.2640687,34,497,702.7319946,682.9429932,335,538,19.7891998,0.0344601,7920000,3,8,1,0.05,0.15,1.4642,1.670674443,1.54126,0,0,0,0,0,0,0,0,0,2
511,512,512,532,531,530,1275,78,511,931.5369873,702.7319946,43,-1,228.8049927,0.179455,877500,1,13,0.5,0.1,0.2,1.31481,1.420719862,1.38401,0,0,0,0,0,0,0,0,0,2
512,513,513,512,532,508,1523.528137,83,492,663.71698,294.7409973,40,-1,368.9769897,0.242186,922500,1,13,0.5,0.1,0.2,1.19192,1.254654527,1.25465,0,0,0,0,0,0,0,0,0,3
513,514,514,523,533,519,636.3961031,71,501,128.2420044,128.2420044,507,564,0,0.00001,12195000,3,3,2,0.03,0.12,2.2286601,2.600450754,2.3459499,0,0,0,0,0,0,0,0,0,2
514,515,515,529,534,529,1024.264069,105,510,342.7229919,336.5130005,6676,539,6.2097998,0.0060627,151380000,16,12,4.5,0.05,0.35,1.75773,1.850243807,1.85024,0,0,0,0,0,0,0,0,0,2
515,516,516,517,517,534,1311.396103,65,515,684.651001,342.7229919,11,-1,341.928009,0.260736,720000,1,13,0.5,0.1,0.2,1.27483,1.341929674,1.34193,0,0,0,0,0,0,0,0,0,3
516,517,517,513,512,536,1024.264069,66,532,951.9550171,870.5819702,304,494,81.373703,0.079446,7582500,3,8,1,0.05,0.15,1.3359801,1.406295538,1.4062999,0,0,0,0,0,0,0,0,0,3
517,518,518,531,537,526,848.5281374,49,508,128.2420044,128.2420044,41883,535,0,0.00001,942908032,50,6,4.5,0.03,0.21,2.75038,2.895135164,2.8951399,0,0,0,0,0,0,0,0,1,2
518,519,519,505,506,537,3434.924241,74,518,244.2960052,128.2420044,197,483,116.0540009,0.0337866,5265000,2,8,1,0.05,0.15,1.83046,1.980360985,1.92681,0,0,0,0,0,0,0,0,0,2
519,520,520,506,507,539,1536.396103,89,542,180.8059998,132.9259949,372,486,47.8802986,0.031164,9360000,3,8,1,0.05,0.15,1.8017401,1.89656949,1.89657,0,0,0,0,0,0,0,0,0,2
520,521,521,525,527,539,1148.528137,60,542,141.5220032,132.9259949,10996,509,8.5958996,0.0074843,248084992,25,12,4.5,0.05,0.35,1.98551,2.090015173,2.0900199,0,0,0,0,0,0,0,0,0,2
521,522,522,482,485,540,2790.990258,118,527,892.289978,276.6270142,46,-1,615.6630249,0.220589,1327500,1,14,1,0.1,0.3,1.1828001,1.342965961,1.24505,0,0,0,0,0,0,0,0,0,2
522,523,523,516,516,540,1360.660172,87,527,285.4689941,276.6270142,11792,499,8.8422003,0.0064985,266288000,25,12,4.5,0.05,0.35,1.88431,1.983478904,1.98348,0,0,0,0,0,0,0,0,0,2
523,524,524,457,541,452,5819.848481,343,439,110.1460037,27.8337994,3385,534,82.3122025,0.0141434,80010000,17,12,4.5,0.05,0.35,1.69679,1.786090374,1.78609,1,3,1,2,1,3,1,1,1,2
524,525,525,535,542,533,2123.528137,133,514,195.4329987,128.2420044,54,-1,67.1912994,0.0316414,1485000,1,8,1,0.05,0.15,1.84547,1.942603946,1.9426,0,0,0,0,0,0,0,0,0,2
525,526,526,537,535,545,375,57,529,289.6849976,273.9809875,43,-1,15.7034998,0.041876,630000,1,7,0.5,0.05,0.1,1.9176,2.086690426,2.0185201,0,0,0,0,0,0,0,0,0,2
526,527,527,543,540,545,362.1320344,6,529,276.6270142,273.9809875,11997,523,2.6459999,0.0073067,270000000,26,12,4.5,0.05,0.35,2.0838699,2.193543196,2.1935401,0,0,0,0,0,0,0,0,0,2
